0.07787248	0.05761127	0.016486047	-0.022569746	-0.028704274	0.0014548003	0.02079088	-0.05836084	0.0036462168	-0.005266794	-0.040407505	-0.050443247	0.045124024	0.05272669	0.059161372	0.061951697
0.093274266	0.016822938	0.056100763	-0.050635632	-0.0162545	-0.025326084	-0.0056637404	0.045713767	0.023103556	-0.03300899	-0.0014289876	-0.06883632	0.039118588	-0.021828378	0.04006325	0.070250265
0.04369414	-0.013738958	0.013866211	-0.09708944	0.0140245585	-0.052736223	-0.012549438	-0.028079558	0.007886935	-0.05540874	-0.06600895	-0.056255385	0.003487282	-0.0059426697	0.02121382	0.040385824
0.03086437	0.0074439216	0.011940729	-0.009159402	0.049141187	-0.0013591712	-0.060175303	0.055233423	0.04457721	-0.0075495504	0.0032181768	-0.046695534	-0.023037193	0.053185675	0.11177928	0.07838995
-0.014214684	-0.02341746	0.0014230622	-0.011302929	-0.045099344	-0.056326788	0.01580016	-0.014949341	0.04738921	0.0017513647	-0.037400104	-0.042250343	-0.019804787	0.030203896	0.03287089	0.02539985
0.06092887	0.009203859	0.030749204	0.004991662	0.023835892	-0.017482234	-0.008024383	-0.0066750553	0.0075113825	0.008125153	0.004125446	-0.035567764	-0.0031050653	-0.06785764	-0.00051813165	0.013391682
0.008312654	-0.11402538	0.037668202	-0.08865665	-0.047020383	-0.056655716	-0.019860944	0.022043781	0.02754972	0.03369253	-0.013407368	0.012532228	0.067250535	-0.0012678666	0.09591743	0.056687534
0.029032486	-0.007384045	0.02017661	0.03431895	-0.030870799	0.012331476	-0.030028818	0.0356644	-0.010925276	0.012800643	-0.010178041	-0.08968271	0.009351522	-0.0017433583	0.09465137	0.0064795725
0.011092046	-0.04303802	0.040487383	-0.010228116	-0.0557025	0.024273075	-0.07508387	0.0019571346	0.010494001	-0.02868206	-0.07563918	-0.022410873	-0.0015671507	0.02215448	-0.011178839	0.13837029
0.05949961	0.007487279	0.038795292	-0.06280026	0.06470975	-0.030961663	0.037651516	0.043580804	-0.047735967	0.025554214	-0.016483087	-0.028190494	-0.033367347	0.011655836	0.03186394	0.13496007
0.10993082	0.07622379	0.025512582	-0.004109964	0.011741668	-0.037110914	0.07451365	-0.006608405	0.041401047	0.01950396	-0.00669191	-0.06808066	-0.026616545	0.057149965	-0.026522186	0.080703564
0.11193509	-0.04146199	0.049244642	-0.040122326	-0.02009371	-0.12042729	0.093749374	-0.008714664	0.012426382	0.01365307	0.029918738	0.0049320916	-0.028040957	0.021700127	0.132295	0.12510462
-0.0115861045	0.04936997	0.04411695	-0.001864279	0.027283471	0.045924876	-0.06697759	-0.008239317	0.05579711	0.002032052	0.033437718	0.008891929	0.011869118	-0.029791966	0.09287415	-0.05989758
0.026409367	-0.017490402	0.034980323	0.006468303	0.046967566	-0.041924022	-0.116150334	-0.03858162	0.053824652	-0.047295418	-0.017781476	-0.04602485	0.09374494	0.066084914	0.051936977	0.08416029
0.11282742	-0.019671237	0.023412177	-0.041162834	-0.12022649	-0.03965413	0.08901648	-0.05252601	-0.027896088	0.04175508	-0.087450914	-0.077648334	-0.021875177	-0.0065524653	0.094857626	-0.02438272
-0.045061044	0.02460946	0.032879464	-0.021329576	0.0059788944	-0.050703444	0.051302668	-0.07244935	0.055357896	0.045646936	-0.0066250605	-0.041303474	-0.008482403	-0.034105618	0.025110273	0.026313528
0.0060663894	0.039333407	0.040335115	-0.03311314	-0.0017157968	0.011336418	0.024786184	-0.0020303484	-0.026950443	0.0120098395	-0.022341147	-0.06427999	0.033565767	0.024428414	0.093027584	-0.035570722
0.1163824	-0.067495525	-0.015220723	0.029131409	-0.040858634	-0.028971864	-0.03667375	0.04786384	0.026263466	-0.019637732	0.051814053	-0.010382136	-0.008496778	0.047848757	0.027034318	0.0004244446
0.071808375	0.012706419	-0.0022802455	-0.009678354	0.051790714	-0.0018902586	0.0033133219	0.018234778	0.0730375	-0.008112531	0.01968574	-0.054042716	0.04660428	-0.05515115	-0.005958298	0.0009435282
0.025786087	-0.027449857	-0.00010755629	-0.046412457	0.031256016	-0.052277964	-0.13040774	-0.013290439	-0.006645925	-0.115660705	0.016885193	-0.0066190627	-0.05112753	-0.036104392	0.0630344	0.012181412
0.041421555	-0.029158069	0.07538119	-0.016987385	0.06194571	-0.008346066	-0.13309404	-0.02760211	-0.060241256	-0.019996092	0.03483916	0.015280935	0.06561586	0.01486259	-0.040647615	0.08612263
-0.01524657	0.00062806765	0.04836641	0.019653713	0.0015459361	0.025462095	-0.052645855	-0.044028945	-0.011722728	0.027956871	0.057842497	-0.039585754	0.011370094	0.028555524	0.046849776	0.014121961
0.029771196	0.09235156	0.007639331	-0.10983726	0.049810875	0.09409797	-0.036126222	0.08390742	-0.06386864	0.026368795	-0.07228455	-0.00796606	-0.014409774	0.048056792	0.05031846	-0.0097419275
-0.000114859635	0.08976651	0.05466238	0.0042181714	0.03665259	-0.056963332	-0.06376595	-0.028547991	-0.023926165	-0.102646455	0.042681664	-0.017605724	0.030577026	-0.07596116	0.073553175	0.01009867
0.0003652719	-0.07601126	0.043880366	-0.043924574	-0.016137235	0.12101096	-0.13638309	0.012374506	0.052763544	-0.038961668	0.006627271	0.062213082	-0.028277889	0.1463783	0.050336223	0.0525207
0.016211433	-0.06702648	0.049299773	0.0019009757	-0.050509114	-0.026499275	0.0042688213	-0.01663601	0.04932432	-0.08597655	0.012179581	-0.03718054	0.06437089	-0.084265016	-0.018497752	0.03578441
0.020855919	-0.013722418	0.060896084	0.0087258695	0.019760637	0.08304725	-0.018689273	-0.019084396	-0.06487465	0.018984402	0.005030907	0.0042699925	-0.034829203	0.016773365	-0.03144529	-0.019712927
0.093587585	0.035325646	-0.030933088	0.04946703	-0.021592507	0.057369746	0.018592766	-0.07881983	0.022192026	-0.037044283	-0.031240702	-0.057109676	0.028506454	-0.043840464	-0.058682133	-0.0024032244
0.016569054	-0.013497711	-0.017194653	-0.025212117	0.08652329	0.030637607	-0.04225273	0.014387843	0.0015687137	-0.0035967636	0.06849228	-0.011245062	0.059034634	-0.042301074	0.08357888	0.06836818
0.02766329	-0.12775955	0.036391906	0.0054219817	-0.020807078	-0.09907658	-0.016815044	-0.0078053493	-0.0034539057	0.008287151	0.011707034	-0.011523093	0.048034273	-0.07349115	-0.076896116	0.05220039
0.02455975	-0.011681163	-0.024885532	0.008773543	0.0067024888	0.009386063	-0.045699093	-0.036506876	-0.005938286	0.019421533	0.007856813	-0.027219329	0.080399826	-0.00059436937	0.09793657	0.044987045
0.046552222	0.045732353	0.09032921	0.020399958	0.03288967	0.06310053	0.018865082	-0.017030671	0.040809065	0.102630354	0.008067754	0.0033383328	0.06362072	0.041869532	0.05245267	0.0033038612
-0.021505885	-0.08831505	0.031103179	0.033610255	-0.026297446	0.08247198	-0.010345629	0.052428275	-0.011751793	-0.009036816	0.056630865	0.051774364	0.033131994	-0.029210607	0.110275984	0.08550671
0.052243907	0.02217943	0.1025422	0.07231559	0.02133721	-0.0046226797	0.053962063	-0.039839614	-0.013674319	-0.124999724	0.0843161	-0.036121644	0.033144	0.076030694	-0.051021017	-0.030951798
-0.038737092	-0.024139524	0.03477378	-0.04465039	-0.03766366	-0.014846923	-0.01015109	0.025497532	-0.014369075	-0.05420139	-0.03726335	0.017986536	-0.009727176	-0.009214944	0.07729665	0.053558767
0.080502495	0.030797029	-0.033750728	0.053503998	0.021690309	-0.05157974	-0.07130712	-0.0288402	1.8956955e-05	0.073603444	-0.016169706	-0.010367665	0.009144707	0.037256215	-0.07396568	-0.04738237
-0.0067253606	0.08937388	0.08344519	-0.015497867	0.032372363	-0.14654769	-0.017781721	0.02591963	0.03220148	-0.06029392	-0.029551143	-0.021043502	-0.042917233	0.030775744	0.083474025	0.111549675
